City,State,ZIP,county
Caseyville,IL,62232,St. Clair County
Ontario,CA,91761,San Bernardino County
Boston,MA,02118,Suffolk County
Ogden,UT,84401,Weber County
Fairfield,CA,94533,Solano County
San Francisco,CA,94102,San Francisco County
Nashville,TN,37210,Davidson County
New Kent,VA,23140,Charles City County
Port Hadlock,WA,98339,Jefferson County
Las Cruces,NM,88007,Dona Ana County
Clayton,CA,94517,Contra Costa County
Englewood,FL,34224,Charlotte County
Belle Plaine,MN,56011,Carver County
West Paducah,KY,42086,McCracken County
Chillicothe,OH,45601,Jackson County
Beaufort,SC,29904,Beaufort County
Grand Forks AFB,ND,58205,Grand Forks County
Shamong,NJ,08088,Burlington County
Little Rock AFB,AR,72099,Pulaski County
Camp Pendleton,CA,92055,San Diego County
San Diego,CA,92145,San Diego County
Twentynine Palms,CA,92278,San Bernardino County
Washington,DC,20008,District of Columbia
Little Rock AFB,AR,72099,Pulaski County
Anaheim,CA,92802,Orange County
Costa Mesa,CA,92626,Orange County
Trenton,NJ,08638,Mercer County
Atlanta,GA,30317,DeKalb County
College Park,MD,20740,Prince George's County
Kearney,MO,64060,Clay County
Muscle Shoals,AL,35661,Colbert County
Red Wing,MN,55066,Goodhue County
Greenville,NC,27834,Edgecombe County
Albert Lea,MN,56007,Freeborn County
Chanhassen,MN,55317,Carver County
North Mankato,MN,56003,Blue Earth County
Denton,TX,76205,Denton County
Lincoln City,OR,97367,Lincoln County
Old Westbury,NY,11568,Nassau County
Orlando,FL,32801,Orange County
Madison,WI,53703,Dane County
Moscow Mills,MO,63362,Lincoln County
Glastonbury,CT,06033,Hartford County
Manchester,CT,06042,Hartford County
Moline,IL,61265,Rock Island County
Butner,NC,27509,Granville County
Egg Harbor Township,NJ,08234,Atlantic County
Austin,TX,78719,Travis County
Buffalo,NY,14210,Erie County
Yaphank,NY,11980,Suffolk County
Beaumont,TX,77705,Hardin County
Albany,GA,31704,Dougherty County
Columbus AFB,MS,39705,Lowndes County
Beaumont,TX,77705,Hardin County
Goodfellow AFB,TX,76908,Tom Green County
Olympia,WA,98502,Mason County
Walnut Creek,CA,94596,Contra Costa County
Concord,CA,94521,Contra Costa County
Pittsburg,CA,94565,Contra Costa County
Hurricane,UT,84737,Iron County
Asheville,NC,28803,Buncombe County
Las Vegas,NV,89103,Clark County
Las Vegas,NV,89102,Clark County
Edmond,OK,73013,Oklahoma County
Ada,OK,74820,Johnston County
Portland,OR,97218,Multnomah County
West Point,NE,68788,Cuming County
Calverton,NY,11933,Suffolk County
Congers,NY,10920,Rockland County
Water Mill,NY,11976,Suffolk County
Broken Arrow,OK,74012,Tulsa County
Coweta,OK,74429,Wagoner County
Bentonville,AR,72712,Benton County
Brighton,CO,80601,Adams County
Dacono,CO,80514,Weld County
Granby,CO,80446,Grand County
Grinnell,IA,50112,Jasper County
North Liberty,IA,52317,Johnson County
Norwalk,IA,50211,Madison County
Sioux City,IA,51103,Woodbury County
Urbandale,IA,50322,Polk County
Anderson,IN,46017,Delaware County
Decatur,IN,46733,Adams County
Hebron,KY,41048,Boone County
Cedar Springs,MI,49319,Kent County
Dakota,MN,55925,Winona County
Monticello,MN,55362,Wright County
Lee's Summit,MO,64063,Jackson County
Mexico,MO,65265,Audrain County
Neosho,MO,64850,McDonald County
Sikeston,MO,63801,Mississippi County
Salinas,CA,93907,Monterey County
Albany,OR,97321,Benton County
Lincoln City,OR,97367,Lincoln County
Louisville,KY,40214,Jefferson County
Lima,OH,45805,Allen County
Lima,OH,45805,Allen County
Caldwell,ID,83605,Canyon County
Portland,OR,97217,Multnomah County
Portland,OR,97217,Multnomah County
Crossville,TN,38571,Cumberland County
Longmont,CO,80504,Boulder County
Glen St. Mary,FL,32040,Baker County
Riverside,IA,52327,Johnson County
Charles City,IA,50616,Chickasaw County
Dubuque,IA,52003,Dubuque County
Elmhurst,IL,60126,Cook County
Louisville,KY,40222,Jefferson County
Louisville,KY,40291,Jefferson County
Bruning,NE,68322,Fillmore County
East Orange,NJ,07018,Essex County
Las Vegas,NV,89121,Clark County
Wexford,PA,15090,Allegheny County
Crossville,TN,38571,Cumberland County
Gallatin,TN,37066,Sumner County
Knoxville,TN,37914,Knox County
Spring Hill,TN,37174,Marshall County
Portland,OR,97214,Multnomah County
San Luis Obispo,CA,93405,San Luis Obispo County
San Luis Obispo,CA,93401,San Luis Obispo County
Albany,NY,12203,Albany County
Malta,NY,12020,Saratoga County
Poughkeepsie,NY,12601,Dutchess County
Henderson,NV,89011,Clark County
Las Vegas,NV,89123,Clark County
Las Vegas,NV,89110,Clark County
Massapequa,NY,11758,Nassau County
Idaho Falls,ID,83401,Bonneville County
La Mirada,CA,90620,Orange County
Kinston,NC,28504,Jones County
Austin,TX,78758,Travis County
Clearwater,FL,33765,Pinellas County
Los Angeles,CA,90012,Los Angeles County
Montclair,CA,91763,San Bernardino County
Orange,CA,92867,Orange County
Burlington,CO,80807,Kit Carson County
Atlantic,IA,50022,Audubon County
Champaign,IL,61821,Champaign County
Clarksville,IN,47129,Clark County
Indianapolis,IN,46250,Hamilton County
Indianapolis,IN,46241,Marion County
Jeffersonville,IN,47130,Clark County
Lawrence,IN,46226,Marion County
New Albany,IN,47150,Clark County
Speedway,IN,46224,Marion County
Kings Park,NY,11754,Suffolk County
Uniontown,PA,15401,Fayette County
Anderson,SC,29624,Anderson County
Greenville,SC,29611,Anderson County
Moncks Corner,SC,29461,Berkeley County
Spokane,WA,99252,Spokane County
Spokane,WA,99201,Spokane County
Lancaster,WI,53813,Grant County
Waupaca,WI,54981,Portage County
Fountain City,WI,54629,Buffalo County
Sigourney,IA,52591,Keokuk County
Bancroft,IA,50517,Kossuth County
Dows,IA,50017,#N/A
Manchester,IA,52057,Delaware County
Massena,IA,50853,Adams County
Rock Valley,IA,51247,Lyon County
Sigourney,IA,52591,Keokuk County
Sioux Rapids,IA,50585,Buena Vista County
Tullahoma,TN,37388,Bedford County
Phoenix,AZ,85009,Maricopa County
Ventura,CA,93003,Ventura County
Ventura,CA,93003,Ventura County
Taylor,MO,63471,Lewis County
Hartley,IA,51346,Clay County
Sullivan,IL,61951,Coles County
Carson,CA,90810,Los Angeles County
Newport Beach,CA,92663,Orange County
Lowmansville,KY,41232,Johnson County
Hayes,VA,23072,Gloucester County
Midwest City,OK,73110,Cleveland County
La Jolla,CA,92093,San Diego County
Florence,AL,35630,Lauderdale County
Salt Lake City,UT,84104,Salt Lake County
Fort Pierce,FL,34947,St. Lucie County
Pompano,FL,33064,Broward County
Ankeny,IA,50021,Polk County
Superior,IA,51363,Dickinson County
La Porte,IN,46350,LaPorte County
Lebanon,IN,46052,Boone County
Michigan City,IN,46360,LaPorte County
Rensselaer,IN,47978,Jasper County
Valparaiso,IN,46385,Porter County
Valparaiso,IN,46383,Lake County
Valparaiso,IN,46383,Lake County
Valparaiso,IN,46385,Porter County
Louisville,KY,40214,Jefferson County
Minneapolis,MN,55401,Hennepin County
Minneapolis,MN,55407,Hennepin County
Ainsworth,NE,69210,Brown County
Chappell,NE,69129,Deuel County
Grand Island,NE,68803,Hall County
Watertown,SD,57201,Codington County
New Braunfels,TX,78130,Comal County
Greeley,CO,80631,Weld County
Guilford,CT,06437,New Haven County
Torrington,CT,06790,Litchfield County
Pompano Beach,FL,33064,Broward County
Oklahoma City,OK,73107,Oklahoma County
Aliquippa,PA,15001,Allegheny County
Zelienople,PA,16063,Beaver County
Moab,UT,84532,Grand County
St. George,UT,84790,Washington County
Washington,DC,20002,District of Columbia
Muskegon Heights,MI,49444,Muskegon County
Hayward,MN,56042,Freeborn County
Lindstrom,MN,55045,Chisago County
Port St. Lucie,FL,34953,St. Lucie County
Logansport,IN,46947,Carroll County
Marion,IN,46953,Blackford County
Wakarusa,IN,46573,Elkhart County
Kirwin,KS,67644,Phillips County
Lawrence,KS,60046,Lake County
Adams,MN,55909,Mower County
Andover,MN,55304,Anoka County
Burnsville,MN,55337,Dakota County
Coon Rapids,MN,55433,Anoka County
Eden Prairie,MN,55344,Hennepin County
Zumbrota,MN,55992,Goodhue County
Bowman,ND,58623,Bowman County
Las Vegas,NV,89030,Clark County
Albany,NY,12205,Albany County
Commack,NY,11725,Suffolk County
Glenmont,NY,12077,Albany County
Holbrook,NY,11741,Suffolk County
Melville,NY,11747,Suffolk County
Rock Tavern,NY,12575,Orange County
Rye,NY,10580,Westchester County
Southfields,NY,10975,Orange County
Columbiana,OH,44408,Columbiana County
Toronto,SD,57268,Brookings County
Des Moines,IA,50317,Polk County
Johnston,IA,50131,Polk County
Camp Verde,AZ,86322,Yavapai County
Avon,MN,56310,Stearns County
Sauk Rapids,MN,56379,Benton County
Walker,MN,56484,Cass County
Pulaski,TN,38478,Giles County
Howell,MI,48843,Livingston County
St. George,UT,84770,Washington County
Roosevelt,UT,84066,Duchesne County
Naples,UT,84078,Uintah County
Richland,MS,39218,Hinds County
Starkville,MS,39759,Clay County
Pass Christian,MS,39571,Hancock County
Patchogue,NY,11772,Suffolk County
Franklinton,LA,70438,St. Tammany Parish
Windcrest,TX,78218,Bexar County
Bastrop,TX,78602,Bastrop County
Ogden,UT,84401,Weber County
Wall Township,NJ,07727,Monmouth County
Coon Rapids,MN,55433,Anoka County
San Jose,CA,95136,Santa Clara County
Fremont,CA,94538,Alameda County
Modesto,CA,95354,Stanislaus County
Oakland,CA,94610,Alameda County
Roseville,CA,95661,Placer County
Marion,IL,62959,Williamson County
Ulysses,KS,67880,Grant County
Perry,MI,48872,Ingham County
Little Falls,MN,56345,Morrison County
Fargo,ND,58102,Cass County
Grand Forks,ND,58201,Grand Forks County
Northwood,ND,58267,Grand Forks County
Tower City,ND,58071,Barnes County
Commack,NY,11725,Suffolk County
Rockville Centre,NY,11570,Nassau County
Rocky Point,NY,11778,Suffolk County
Orient,SD,57467,Faulk County
Bastrop,TX,78602,Bastrop County
Batesville,AR,72501,Independence County
Harrison,AR,72601,Boone County
Heber Springs,AR,72543,Cleburne County
Mountain View,AR,72560,Izard County
Oakhurst,CA,93644,Madera County
Placerville,CA,95667,El Dorado County
Yucca Valley,CA,92284,San Bernardino County
Pueblo West,CO,81007,Pueblo County
Preston,ID,83263,Franklin County
Bellaire,MI,49615,Antrim County
Big Rapids,MI,49307,Mecosta County
Fife Lake,MI,49633,Grand Traverse County
Gaylord,MI,49735,Otsego County
Lake City,MI,49651,Missaukee County
Washington,MO,63090,Franklin County
Poplarville,MS,39470,Hancock County
Albemarle,NC,28001,Stanly County
Concord,NC,28025,Cabarrus County
Edenton,NC,27932,Chowan County
Murphy,NC,28906,Cherokee County
Bay Shore,NY,11706,Suffolk County
Boiling Springs,SC,29316,Spartanburg County
Manning,SC,29102,Clarendon County
New Ellenton,SC,29809,Aiken County
Moses Lake,WA,98837,Grant County
Dingmans Ferry,PA,18428,Lackawanna County
Wartburg,TN,37887,Morgan County
Washburn,WI,54891,Bayfield County
Anaheim,CA,92802,Orange County
Fort Lupton,CO,80621,Weld County
Kersey,CO,80644,Weld County
Bloomfield,CT,06002,Hartford County
Meriden,CT,06450,New Haven County
West Haven,CT,06516,New Haven County
East Point,GA,30344,Clayton County
Ellenwood,GA,30294,Clayton County
Lithonia,GA,30058,DeKalb County
Tucker,GA,30084,DeKalb County
Rock Island,IL,61201,Rock Island County
Egg Harbor Township,NJ,08406,Atlantic County
Newark,NJ,07114,Essex County
Pittsburgh,PA,15205,Allegheny County
Scipio,UT,84656,Millard County
Chicago,IL,60626,Cook County
Chicago,IL,60638,Cook County
Chicago,IL,60618,Cook County
Chicago,IL,60643,Cook County
Elkton,MI,48731,Huron County
St. Peter,MN,56082,Le Sueur County
Ord,NE,68662,Butler County
Newark,NJ,07114,Essex County
Bridgehampton,NY,11932,Suffolk County
Islandia,NY,11722,Suffolk County
Kerrville,TX,78028,Gillespie County
San Marcos,TX,78666,Caldwell County
Ashburn,VA,20147,Loudoun County
Portage,WI,53901,Columbia County
River Falls,WI,54022,Pierce County
Sheboygan,WI,53083,Sheboygan County
Waukesha,WI,53186,Waukesha County
Berkeley,CA,94710,Alameda County
San Jose,CA,95131,Santa Clara County
Little Rock,AR,72201,Pulaski County
Tucson,AZ,85748,Pima County
Darien,CT,06820,Fairfield County
Hanover,MD,21076,Anne Arundel County
Ewing,NJ,08628,Mercer County
Eugene,OR,97405,Lane County
Houston,TX,77002,Harris County
Pittsboro,NC,27312,Chatham County
Tarboro,NC,27886,Edgecombe County
Jericho,NY,11753,Nassau County
Boise,ID,83705,Ada County
Caldwell,ID,83605,Canyon County
Magee,MS,39111,Simpson County
Pelahatchie,MS,39145,Rankin County
Bay Springs,MS,39422,Jasper County
Anchorage,AK,99517,Anchorage Municipality
Bethesda,MD,20816,Montgomery County
Malta,NY,12020,Saratoga County
Bossier City,LA,71111,Bossier Parish
Bossier City,LA,71111,Bossier Parish
Urbana,OH,43078,Champaign County
Lake Jackson,TX,77566,Brazoria County
Layton,UT,84041,Davis County
Chula Vista,CA,91911,San Diego County
Corona,CA,92879,Riverside County
Long Beach,CA,90813,Los Angeles County
Oakland,CA,94603,Alameda County
Covington,GA,30016,Newton County
Nampa,ID,83687,Ada County
Calumet City,IL,60409,Cook County
Hendersonville,NC,28792,Buncombe County
Point Lookout,NY,11569,Nassau County
Columbus,OH,43232,Franklin County
Arkoma,OK,74901,Le Flore County
Edmond,OK,73034,Logan County
El Reno,OK,73036,Canadian County
Kingfisher,OK,73750,Kingfisher County
Oklahoma City,OK,73127,Canadian County
Oklahoma City,OK,73103,Oklahoma County
Placerville,CA,95667,El Dorado County
Vinton,IA,52349,Benton County
Sylvan Lake,MI,48341,Oakland County
Mandan,ND,58554,Morton County
Oklahoma City,OK,73120,Oklahoma County
Goleta,CA,93117,Santa Barbara County
Chicago,IL,60603,Cook County
Chicago,IL,60606,Cook County
Chicago,IL,60606,Cook County
Chicago,IL,60601,Cook County
Chicago,IL,60606,Cook County
Chicago,IL,60611,Cook County
Irving,TX,75261,Dallas County
Sebewaing,MI,48759,Huron County
Spartanburg,SC,29306,Cherokee County
Spartanburg,SC,29306,Cherokee County
Union,SC,29379,Union County
Owasso,OK,74055,Rogers County
Tulsa,OK,74120,Tulsa County
Grand Junction,CO,81501,Mesa County
Bossier City,LA,71112,Bossier Parish
Springfield,MO,65802,Greene County
Socorro,NM,87801,Socorro County
Kings Park,NY,11754,Suffolk County
University Park,IL,60484,Cook County
Avon,IN,46234,Hendricks County
Crawfordsville,IN,47933,Boone County
Fishers,IN,46038,Hamilton County
Fort Wayne,IN,46818,Allen County
Rensselaer,IN,47978,Jasper County
Annapolis,MD,21401,Anne Arundel County
Southfield,MI,48033,Oakland County
Severn,MD,21076,Anne Arundel County
Davison,MI,48423,Genesee County
Dimondale,MI,48821,Eaton County
Hendricks,MN,56136,Lincoln County
Columbia,MO,65203,Boone County
Festus,MO,63028,Jefferson County
Norborne,MO,64668,Carroll County
Lincoln,NE,68507,Lancaster County
Shelby,NE,68662,Butler County
Carlisle,PA,17013,Cumberland County
Carlisle,PA,17013,Cumberland County
Harrisburg,PA,17112,Dauphin County
Manning,SC,29102,Clarendon County
Norway,SC,29113,Orangeburg County
Aberdeen,SD,57401,Brown County
Faulkton,SD,57438,Faulk County
Kennebec,SD,54544,#N/A
Mission,SD,57555,Todd County
Watertown,SD,57201,Codington County
Magnolia,TX,77354,Montgomery County
Robbins,IL,60472,Cook County
Tempe,AZ,85281,Maricopa County
Tucson,AZ,85747,Pima County
Sacramento,CA,95818,Sacramento County
San Jose,CA,95112,Santa Clara County
Council Bluffs,IA,51501,Pottawattamie County
Tucker,GA,30084,DeKalb County
Ames,IA,50010,Story County
Champaign,IL,61822,Champaign County
Chicago,IL,60637,Cook County
Homewood,IL,60430,Cook County
Johnston City,IL,62951,Williamson County
Fairfield,CT,06824,Fairfield County
New Haven,CT,06510,New Haven County
New Haven,CT,06511,New Haven County
New Haven,CT,06510,New Haven County
New London,CT,06320,New London County
Westport,CT,06880,Fairfield County
Suffield,CT,06078,Hartford County
Traverse City,MI,49684,Benzie County
Kenosha,WI,53144,Kenosha County
Middleton,WI,53562,Dane County
San Antonio,TX,78253,Bexar County
Columbia,SC,29206,Richland County
Cleveland,OH,44103,Cuyahoga County
Huntington,WV,25703,Cabell County
Batavia,IL,60510,Kane County
Atlanta,GA,30060,Cobb County
Dallas,TX,75207,Dallas County
Houston,TX,77032,Harris County
Denver,CO,80249,Adams County
Denver,CO,80249,Adams County
Washington,DC,20008,District of Columbia
Boca Raton,FL,33487,Palm Beach County
Glynco,GA,31524,Glynn County
Sandy Springs,GA,30328,DeKalb County
Clive,IA,50325,Dallas County
Tiffin,IA,52340,Johnson County
Louisville,KY,40218,Jefferson County
Louisville,KY,40241,Jefferson County
Richmond,KY,40475,Madison County
Mt. Vernon,MO,65712,Lawrence County
Atkinson,NE,68713,Holt County
Artesia,NM,88210,Eddy County
Mitchell,SD,57301,Davison County
Orlando,FL,32808,Orange County
Orlando,FL,32803,Orange County
Orlando,FL,32819,Orange County
Orlando,FL,32811,Orange County
Orlando,FL,32806,Orange County
Chicago,IL,60604,Cook County
St. Louis,MO,63146,St. Louis County
Hillsboro,OR,97123,Washington County
Hillsboro,OR,97123,Washington County
Bellevue,WA,98004,King County
Atlanta,GA,30309,Fulton County
Americus,GA,31719,Schley County
Hendersonville,TN,37075,Sumner County
Madison,TN,37115,Davidson County
Murfreesboro,TN,37129,Rutherford County
Nashville,TN,37209,Cheatham County
Norwich,CT,06360,New London County
Melvindale,MI,48122,Wayne County
Bowling Green,MO,63334,Lincoln County
Poplar Bluff,MO,63901,Butler County
Cooperstown,ND,58425,Griggs County
Tulsa,OK,74115,Osage County
Nashville,TN,37214,Davidson County
York,NE,68467,York County
Green Bay,WI,54304,Brown County
Oak Creek,WI,53154,Milwaukee County
Bentonville,AR,72712,Benton County
Fayetteville,AR,72703,Madison County
Springdale,AR,72764,Benton County
Miami,FL,33186,Miami-Dade County
Sioux City,IA,51105,Woodbury County
Urbandale,IA,50322,Polk County
West Des Moines,IA,50265,Polk County
Ann Arbor,MI,48109,Washtenaw County
Austin,IN,47102,Jackson County
Portland,OR,97214,Multnomah County
Salt Lake City,UT,84119,Salt Lake County
Salt Lake City,UT,84111,Salt Lake County
Olympia,WA,98506,Thurston County
